no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,full_date
1,0,2,0,Meal Plan 2,0,Room_Type 1,132,2018,7,3,Online,0,0,0,90.9,1,03.07.2018
2,0,2,0,Not Selected,0,Room_Type 1,134,2018,7,3,Online,0,0,0,85.5,2,03.07.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,138,2018,7,3,Online,0,0,0,97.33,1,03.07.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,140,2018,7,3,Online,0,0,0,131.7,2,03.07.2018
2,0,2,2,Meal Plan 2,0,Room_Type 4,141,2018,7,3,Offline,0,0,0,118.06,0,03.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,141,2018,7,3,Online,0,0,0,111.68,1,03.07.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,144,2018,7,3,Offline,0,0,0,112.0,0,03.07.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,145,2018,7,3,Online,0,0,0,131.7,1,03.07.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,7,3,Online,0,0,0,127.93,1,03.07.2018
2,0,2,3,Meal Plan 2,0,Room_Type 1,151,2018,7,3,Offline,0,0,0,300.0,0,03.07.2018
3,0,2,3,Meal Plan 1,0,Room_Type 1,153,2018,7,3,Offline,0,0,0,96.9,1,03.07.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,153,2018,7,3,Offline,0,0,0,72.25,1,03.07.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,158,2018,7,3,Online,0,0,0,99.45,1,03.07.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,159,2018,7,3,Online,0,0,0,68.55,0,03.07.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,167,2018,7,3,Online,0,0,0,77.03,0,03.07.2018
2,2,2,3,Meal Plan 1,0,Room_Type 6,169,2018,7,3,Online,0,0,0,158.95,1,03.07.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,172,2018,7,3,Online,0,0,0,96.3,1,03.07.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,172,2018,7,3,Online,0,0,0,96.3,2,03.07.2018
2,0,2,1,Not Selected,0,Room_Type 1,241,2018,7,3,Online,0,0,0,95.0,1,03.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,7,4,Complementary,0,0,0,0.0,0,04.07.2018
2,0,1,1,Not Selected,0,Room_Type 1,1,2018,7,4,Online,0,0,0,139.0,1,04.07.2018
2,0,1,2,Not Selected,0,Room_Type 1,1,2018,7,4,Online,0,0,0,107.03,1,04.07.2018
2,0,1,1,Not Selected,0,Room_Type 1,3,2018,7,4,Online,0,0,0,101.68,1,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,7,4,Corporate,1,0,3,79.0,0,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2018,7,4,Offline,0,0,0,75.0,2,04.07.2018
2,1,1,2,Meal Plan 1,0,Room_Type 1,6,2018,7,4,Online,0,0,0,163.67,0,04.07.2018
2,1,1,2,Meal Plan 1,0,Room_Type 1,7,2018,7,4,Online,0,0,0,160.33,2,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,1,1,15,65.0,1,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,0,0,0,137.7,0,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,0,0,0,137.7,0,04.07.2018
3,0,1,1,Meal Plan 1,1,Room_Type 4,15,2018,7,4,Online,0,0,0,187.0,2,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,7,4,Corporate,1,0,4,84.0,0,04.07.2018
2,0,1,5,Not Selected,0,Room_Type 1,20,2018,7,4,Online,0,0,0,139.0,0,04.07.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2018,7,4,Online,0,0,0,166.0,1,04.07.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,7,4,Online,0,0,0,151.0,1,04.07.2018
1,0,1,1,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,1,1,11,67.0,0,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,4,Corporate,1,1,10,65.0,1,04.07.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,4,Corporate,1,0,8,65.0,1,04.07.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,38,2018,7,4,Online,0,0,0,117.9,0,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,7,4,Online,0,0,0,117.9,1,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,7,4,Online,0,0,0,117.9,1,04.07.2018
2,2,1,1,Meal Plan 1,0,Room_Type 7,50,2018,7,4,Online,0,0,0,260.9,0,04.07.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,52,2018,7,4,Online,0,0,0,117.9,0,04.07.2018
2,0,1,3,Meal Plan 2,1,Room_Type 1,54,2018,7,4,Online,0,0,0,161.1,0,04.07.2018
1,1,1,1,Meal Plan 1,0,Room_Type 1,60,2018,7,4,Online,0,0,0,115.2,0,04.07.2018
1,1,1,1,Meal Plan 1,0,Room_Type 1,60,2018,7,4,Online,0,0,0,132.7,0,04.07.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,7,4,Offline,0,0,0,72.25,0,04.07.2018
2,0,1,1,Meal Plan 2,0,Room_Type 4,68,2018,7,4,Offline,0,0,0,107.95,0,04.07.2018
3,0,1,4,Meal Plan 1,0,Room_Type 4,73,2018,7,4,Online,0,0,0,150.3,0,04.07.2018
3,0,1,3,Meal Plan 1,0,Room_Type 4,73,2018,7,4,Online,0,0,0,150.3,2,04.07.2018
2,1,1,3,Meal Plan 1,0,Room_Type 1,76,2018,7,4,Online,0,0,0,99.73,2,04.07.2018
3,0,1,4,Meal Plan 1,1,Room_Type 4,77,2018,7,4,Online,0,0,0,159.3,2,04.07.2018
1,0,3,6,Meal Plan 1,0,Room_Type 4,78,2018,7,4,Online,0,0,0,128.8,1,04.07.2018
2,0,1,2,Not Selected,0,Room_Type 1,78,2018,7,4,Online,0,0,0,107.1,0,04.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,80,2018,7,4,Offline,0,0,0,82.45,0,04.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,81,2018,7,4,Online,0,0,0,114.3,1,04.07.2018
2,0,1,4,Not Selected,0,Room_Type 1,87,2018,7,4,Online,0,0,0,103.5,1,04.07.2018
2,1,1,5,Meal Plan 1,0,Room_Type 1,98,2018,7,4,Online,0,0,0,130.5,0,04.07.2018
2,0,1,0,Not Selected,1,Room_Type 1,100,2018,7,4,Online,0,0,0,112.5,1,04.07.2018
2,0,1,3,Meal Plan 2,0,Room_Type 1,101,2018,7,4,Offline,0,0,0,102.25,0,04.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,101,2018,7,4,Online,0,0,0,114.3,0,04.07.2018
2,1,1,4,Meal Plan 1,0,Room_Type 1,105,2018,7,4,Online,0,0,0,123.25,0,04.07.2018
2,0,1,4,Not Selected,0,Room_Type 1,109,2018,7,4,Online,0,0,0,97.75,0,04.07.2018
2,0,3,5,Meal Plan 1,0,Room_Type 4,119,2018,7,4,Offline,0,0,0,82.45,0,04.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,129,2018,7,4,Online,0,0,0,76.3,1,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,131,2018,7,4,Online,0,0,0,105.3,1,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,131,2018,7,4,Online,0,0,0,105.3,1,04.07.2018
2,0,1,1,Meal Plan 1,1,Room_Type 1,134,2018,7,4,Online,0,0,0,109.8,0,04.07.2018
2,2,1,3,Meal Plan 2,0,Room_Type 6,138,2018,7,4,Online,0,0,0,218.03,0,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 4,138,2018,7,4,Online,0,0,0,91.48,1,04.07.2018
2,2,1,2,Meal Plan 2,0,Room_Type 6,139,2018,7,4,Online,0,0,0,228.6,2,04.07.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,139,2018,7,4,Online,0,0,0,96.3,1,04.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,140,2018,7,4,Online,0,0,0,116.45,0,04.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,140,2018,7,4,Online,0,0,0,116.45,1,04.07.2018
2,0,2,5,Not Selected,0,Room_Type 1,142,2018,7,4,Online,0,0,0,94.11,0,04.07.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,142,2018,7,4,Online,0,0,0,96.3,1,04.07.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,143,2018,7,4,Online,0,0,0,137.7,1,04.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,145,2018,7,4,Offline,0,0,0,112.0,1,04.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,145,2018,7,4,Offline,0,0,0,112.0,1,04.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,146,2018,7,4,Online,0,0,0,116.45,0,04.07.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,149,2018,7,4,Online,0,0,0,114.3,1,04.07.2018
1,0,1,4,Meal Plan 1,0,Room_Type 1,150,2018,7,4,Offline,0,0,0,68.0,0,04.07.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,153,2018,7,4,Online,0,0,0,133.88,2,04.07.2018
2,2,1,0,Meal Plan 1,0,Room_Type 6,162,2018,7,4,Online,0,0,0,168.3,0,04.07.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,168,2018,7,4,Online,0,0,0,90.95,0,04.07.2018
2,2,1,2,Meal Plan 1,0,Room_Type 6,168,2018,7,4,Online,0,0,0,168.3,0,04.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,172,2018,7,4,Online,0,0,0,79.03,1,04.07.2018
2,0,1,2,Not Selected,0,Room_Type 1,174,2018,7,4,Online,0,0,0,85.5,0,04.07.2018
2,0,1,2,Not Selected,0,Room_Type 1,174,2018,7,4,Online,0,0,0,85.5,0,04.07.2018
1,0,1,4,Meal Plan 1,0,Room_Type 1,179,2018,7,4,Online,0,0,0,66.76,1,04.07.2018
2,0,1,3,Not Selected,0,Room_Type 1,183,2018,7,4,Online,0,0,0,98.25,1,04.07.2018
2,0,7,17,Meal Plan 1,0,Room_Type 1,188,2018,7,4,Online,0,0,0,90.95,1,04.07.2018
0,2,3,10,Meal Plan 1,0,Room_Type 2,193,2018,7,4,Online,0,0,0,81.82,2,04.07.2018
2,0,3,10,Meal Plan 1,0,Room_Type 2,196,2018,7,4,Online,0,0,0,81.81,3,04.07.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,229,2018,7,4,Online,0,0,0,116.95,0,04.07.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,264,2018,7,4,Online,0,0,0,95.4,1,04.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135.0,1,05.07.2018
2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,5,Online,0,0,0,110.46,1,05.07.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,159.0,0,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Corporate,0,0,0,79.0,0,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,5,Online,0,0,0,104.72,1,05.07.2018
1,0,0,2,Not Selected,0,Room_Type 1,1,2018,7,5,Online,0,0,0,99.33,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,5,Complementary,1,0,7,0.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,5,Online,0,0,0,151.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,5,Complementary,1,0,28,0.0,4,05.07.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,7,5,Online,0,0,0,149.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,7,5,Offline,0,0,0,114.4,0,05.07.2018
1,0,2,6,Meal Plan 1,0,Room_Type 1,11,2018,7,5,Online,0,0,0,145.0,0,05.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,7,5,Online,0,0,0,151.0,1,05.07.2018
3,0,0,4,Meal Plan 1,0,Room_Type 4,19,2018,7,5,Online,0,0,0,187.0,0,05.07.2018
2,0,0,4,Meal Plan 1,1,Room_Type 4,19,2018,7,5,Online,0,0,0,175.0,2,05.07.2018
2,0,0,1,Meal Plan 1,1,Room_Type 1,20,2018,7,5,Online,0,0,0,160.0,1,05.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,7,5,Corporate,0,0,0,84.0,0,05.07.2018
2,0,0,5,Not Selected,0,Room_Type 1,21,2018,7,5,Online,0,0,0,139.0,1,05.07.2018
2,0,0,5,Not Selected,0,Room_Type 1,21,2018,7,5,Online,0,0,0,139.0,1,05.07.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,7,5,Offline,0,0,0,85.0,0,05.07.2018
1,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,7,5,Online,0,0,0,145.0,0,05.07.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,45,2018,7,5,Offline,0,0,0,76.5,0,05.07.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,7,5,Online,0,0,0,134.1,1,05.07.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,47,2018,7,5,Online,0,0,0,134.1,0,05.07.2018
2,0,0,2,Not Selected,0,Room_Type 1,77,2018,7,5,Online,0,0,0,107.1,1,05.07.2018
1,0,1,5,Meal Plan 1,0,Room_Type 4,78,2018,7,5,Online,0,0,0,130.2,0,05.07.2018
2,0,0,5,Meal Plan 1,0,Room_Type 4,83,2018,7,5,Online,0,0,0,127.8,0,05.07.2018
2,0,0,2,Meal Plan 1,0,Room_Type 1,83,2018,7,5,Online,0,0,0,123.3,1,05.07.2018
3,0,0,3,Meal Plan 1,0,Room_Type 1,85,2018,7,5,Offline,0,0,0,86.36,0,05.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,85,2018,7,5,Offline,0,0,0,86.36,0,05.07.2018
3,0,0,2,Meal Plan 1,0,Room_Type 4,87,2018,7,5,Online,0,0,0,166.85,1,05.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,88,2018,7,5,Online,0,0,0,127.8,1,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,88,2018,7,5,Offline,0,0,0,87.3,0,05.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2018,7,5,Online,0,0,0,114.3,0,05.07.2018
2,1,0,3,Meal Plan 1,0,Room_Type 1,90,2018,7,5,Online,0,0,0,130.5,1,05.07.2018
2,1,0,3,Meal Plan 1,0,Room_Type 1,90,2018,7,5,Online,0,0,0,130.5,1,05.07.2018
3,0,0,1,Meal Plan 1,0,Room_Type 4,104,2018,7,5,Online,0,0,0,146.7,3,05.07.2018
2,1,1,5,Meal Plan 1,0,Room_Type 1,108,2018,7,5,Online,0,0,0,123.25,2,05.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,1,05.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,0,05.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,2,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,125,2018,7,5,Online,0,0,0,118.58,1,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,132,2018,7,5,Online,0,0,0,105.83,0,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,132,2018,7,5,Online,0,0,0,105.83,0,05.07.2018
2,0,0,2,Not Selected,0,Room_Type 1,135,2018,7,5,Online,0,0,0,99.0,1,05.07.2018
2,1,0,2,Meal Plan 1,0,Room_Type 1,135,2018,7,5,Online,0,0,0,126.0,1,05.07.2018
2,0,1,5,Meal Plan 2,0,Room_Type 1,138,2018,7,5,Offline,0,0,0,102.25,0,05.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,139,2018,7,5,Offline,0,0,0,72.25,0,05.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,141,2018,7,5,Offline,0,0,0,82.45,0,05.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 4,141,2018,7,5,Offline,0,0,0,82.45,1,05.07.2018
2,0,0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,5,Online,0,0,0,119.0,2,05.07.2018
3,0,0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,5,Online,0,0,0,136.85,1,05.07.2018
2,0,0,5,Not Selected,0,Room_Type 1,144,2018,7,5,Offline,0,0,0,63.75,0,05.07.2018
2,0,0,0,Meal Plan 1,0,Room_Type 1,145,2018,7,5,Online,0,0,0,0.0,1,05.07.2018
2,0,0,0,Meal Plan 1,0,Room_Type 1,145,2018,7,5,Online,0,0,0,0.0,1,05.07.2018
2,1,2,5,Meal Plan 1,0,Room_Type 1,149,2018,7,5,Online,0,0,0,122.04,0,05.07.2018
3,0,1,5,Meal Plan 1,0,Room_Type 4,151,2018,7,5,Online,0,0,0,137.13,1,05.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,152,2018,7,5,Online,0,0,0,119.28,0,05.07.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,153,2018,7,5,Online,0,0,0,119.28,0,05.07.2018
2,0,0,4,Meal Plan 1,1,Room_Type 1,156,2018,7,5,Online,0,0,0,114.83,1,05.07.2018
3,0,0,1,Meal Plan 1,0,Room_Type 1,160,2018,7,5,Offline,0,0,0,96.9,1,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,162,2018,7,5,Online,0,0,0,99.45,1,05.07.2018
2,0,0,5,Not Selected,0,Room_Type 1,166,2018,7,5,Online,0,0,0,80.75,0,05.07.2018
2,2,0,4,Meal Plan 1,0,Room_Type 6,169,2018,7,5,Online,0,0,0,167.45,2,05.07.2018
2,0,2,6,Not Selected,0,Room_Type 1,176,2018,7,5,Online,0,0,0,80.75,1,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,185,2018,7,5,Online,0,0,0,90.95,1,05.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,189,2018,7,5,Online,0,0,0,90.95,1,05.07.2018
1,0,2,8,Meal Plan 1,0,Room_Type 1,205,2018,7,5,Online,0,0,0,90.95,1,05.07.2018
2,0,0,1,Not Selected,0,Room_Type 1,0,2018,7,6,Online,0,0,0,139.0,1,06.07.2018
1,0,0,4,Meal Plan 1,0,Room_Type 1,0,2018,7,6,Online,0,0,0,147.5,1,06.07.2018
2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,6,Online,0,0,0,145.67,0,06.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,6,Online,0,0,0,112.42,1,06.07.2018
3,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,189.5,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,168.5,0,06.07.2018
1,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,6,Offline,0,0,0,106.4,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,7,6,Offline,0,0,0,85.0,2,06.07.2018
2,1,0,1,Not Selected,0,Room_Type 1,4,2018,7,6,Online,0,0,0,100.08,1,06.07.2018
2,0,0,2,Not Selected,0,Room_Type 1,4,2018,7,6,Online,0,0,0,139.0,1,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,7,6,Online,0,0,0,151.0,1,06.07.2018
1,0,0,2,Meal Plan 1,1,Room_Type 1,6,2018,7,6,Corporate,1,0,10,67.0,1,06.07.2018
1,0,0,2,Meal Plan 1,0,Room_Type 5,7,2018,7,6,Corporate,1,0,25,106.0,0,06.07.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,7,6,Online,0,0,0,139.0,1,06.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 5,12,2018,7,6,Corporate,0,0,0,125.0,0,06.07.2018
1,0,0,1,Meal Plan 1,0,Room_Type 5,14,2018,7,6,Corporate,0,0,0,143.0,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,7,6,Online,0,0,0,151.0,0,06.07.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,20,2018,7,6,Online,0,0,0,231.0,3,06.07.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,20,2018,7,6,Online,0,0,0,231.0,1,06.07.2018
2,0,0,2,Not Selected,0,Room_Type 1,22,2018,7,6,Online,0,0,0,139.0,1,06.07.2018
1,0,0,1,Not Selected,0,Room_Type 1,27,2018,7,6,Online,0,0,0,139.0,2,06.07.2018
2,2,0,2,Meal Plan 1,0,Room_Type 6,27,2018,7,6,Online,0,0,0,231.0,0,06.07.2018
1,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,7,6,Corporate,0,0,0,105.0,0,06.07.2018
3,0,0,1,Meal Plan 1,0,Room_Type 4,40,2018,7,6,Online,0,0,0,150.3,2,06.07.2018
2,0,0,1,Not Selected,0,Room_Type 1,51,2018,7,6,Online,0,0,0,107.1,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,7,6,Offline,0,0,0,85.0,0,06.07.2018
2,0,0,1,Not Selected,0,Room_Type 1,72,2018,7,6,Online,0,0,0,107.1,0,06.07.2018
1,0,0,2,Not Selected,0,Room_Type 1,73,2018,7,6,Online,0,0,0,107.1,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2018,7,6,Online,0,0,0,90.78,1,06.07.2018
3,0,0,4,Meal Plan 1,0,Room_Type 4,73,2018,7,6,Online,0,0,0,149.4,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,76,2018,7,6,Offline,0,0,0,72.25,0,06.07.2018
3,0,1,4,Meal Plan 1,0,Room_Type 4,79,2018,7,6,Online,0,0,0,148.86,2,06.07.2018
3,0,2,5,Meal Plan 1,0,Room_Type 4,79,2018,7,6,Online,0,0,0,146.96,2,06.07.2018
1,0,1,4,Meal Plan 1,0,Room_Type 4,79,2018,7,6,Online,0,0,0,129.96,0,06.07.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,91,2018,7,6,Online,0,0,0,114.3,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2018,7,6,Online,0,0,0,127.8,0,06.07.2018
2,0,0,4,Not Selected,0,Room_Type 1,96,2018,7,6,Online,0,0,0,103.5,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,96,2018,7,6,Online,0,0,0,114.3,1,06.07.2018
2,0,2,4,Not Selected,0,Room_Type 1,98,2018,7,6,Online,0,0,0,103.5,1,06.07.2018
2,0,0,3,Not Selected,0,Room_Type 1,99,2018,7,6,Online,0,0,0,103.5,1,06.07.2018
3,0,1,4,Not Selected,0,Room_Type 1,100,2018,7,6,Online,0,0,0,98.83,2,06.07.2018
2,0,1,4,Not Selected,0,Room_Type 1,103,2018,7,6,Offline,0,0,0,78.2,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,7,6,Online,0,0,0,83.12,1,06.07.2018
3,0,1,4,Meal Plan 1,0,Room_Type 4,108,2018,7,6,Online,0,0,0,138.55,2,06.07.2018
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,Online,0,0,0,118.46,4,06.07.2018
2,1,2,4,Meal Plan 1,0,Room_Type 1,109,2018,7,6,Online,0,0,0,105.21,4,06.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,112,2018,7,6,Offline,0,0,0,72.25,0,06.07.2018
2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2018,7,6,Online,0,0,0,116.95,1,06.07.2018
3,0,0,4,Meal Plan 1,0,Room_Type 4,116,2018,7,6,Online,0,0,0,138.55,2,06.07.2018
3,0,0,4,Meal Plan 1,0,Room_Type 1,121,2018,7,6,Offline,0,0,0,96.9,1,06.07.2018
2,0,0,4,Not Selected,0,Room_Type 1,126,2018,7,6,Online,0,0,0,97.75,0,06.07.2018
2,0,0,1,Not Selected,0,Room_Type 1,129,2018,7,6,Online,0,0,0,112.5,0,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,130,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
3,0,2,5,Meal Plan 1,0,Room_Type 1,132,2018,7,6,Offline,0,0,0,96.9,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,7,6,Online,0,0,0,120.7,2,06.07.2018
2,1,0,4,Meal Plan 1,0,Room_Type 1,133,2018,7,6,Online,0,0,0,123.25,1,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,7,6,Online,0,0,0,120.7,0,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,135,2018,7,6,Online,0,0,0,107.95,1,06.07.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,136,2018,7,6,Online,0,0,0,130.5,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,137,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,137,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
1,0,1,4,Meal Plan 1,0,Room_Type 1,141,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,141,2018,7,6,Online,0,0,0,107.95,1,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 1,141,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
2,0,0,4,Not Selected,0,Room_Type 1,144,2018,7,6,Online,0,0,0,97.75,0,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,151,2018,7,6,Online,0,0,0,120.7,1,06.07.2018
2,0,1,4,Meal Plan 1,0,Room_Type 4,151,2018,7,6,Online,0,0,0,120.7,1,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 4,157,2018,7,6,Online,0,0,0,120.7,2,06.07.2018
2,0,0,4,Not Selected,0,Room_Type 1,157,2018,7,6,Online,0,0,0,97.75,1,06.07.2018
2,0,0,4,Meal Plan 1,0,Room_Type 1,157,2018,7,6,Online,0,0,0,107.95,0,06.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,159,2018,7,6,Online,0,0,0,106.74,1,06.07.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,159,2018,7,6,Online,0,0,0,82.19,1,06.07.2018
2,0,0,4,Not Selected,0,Room_Type 1,160,2018,7,6,Online,0,0,0,97.75,0,06.07.2018
